# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_4	cds	28674	29291	+	LPARA_01546	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343676F
contig_4	cds	29314	30261	+	LPARA_01547	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B53
contig_4	cds	30275	30748	+	LPARA_01548	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034341D1
contig_4	cds	30879	31505	-	LPARA_01549	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B55
contig_4	cds	31634	31828	-	LPARA_01550	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B56
contig_4	cds	32333	33499	+	LPARA_01551	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B57
contig_4	cds	33492	33971	+	LPARA_01552	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B58
contig_4	cds	34110	34472	-	LPARA_01553	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B59
contig_4	cds	34453	34611	-	LPARA_01554	101.0	1.6e-27	1.0	1.0	0.981	UniRef:UniRef90_S4ZR13
contig_4	cds	34725	35747	+	LPARA_01555	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343DA85
contig_4	cds	35807	36106	-	LPARA_01556	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B61
contig_4	cds	36262	36567	+	LPARA_01557	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B62
contig_4	cds	36728	37066	+	LPARA_01558	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B63
contig_4	cds	37084	38124	+	LPARA_01559	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4DAB4F
contig_4	tRNA	38236	38308	+	LPARA_01560	71.3	-	-	-	-	-
contig_4	tRNA	38330	38402	+	LPARA_01561	71.2	-	-	-	-	-
contig_4	cds	38646	39752	-	LPARA_01562	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAN2B6V4
contig_4	cds	39822	40481	-	LPARA_01563	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1V0Q5G0
contig_4	cds	40526	41371	-	LPARA_01564	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343BAE8
contig_4	cds	41447	42307	-	LPARA_01565	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S2NE21
contig_4	cds	42508	43992	+	LPARA_01566	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343E504
contig_4	cds	44085	44465	+	LPARA_01567	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B69
contig_4	cds	44581	45876	-	LPARA_01568	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0021C2D43E
contig_4	cds	45873	46544	-	LPARA_01569	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422MN86
contig_4	cds	46726	47133	+	LPARA_01570	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B72
contig_4	cds	47120	49270	+	LPARA_01571	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343A8D7
contig_4	cds	49306	50283	+	LPARA_01572	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B74
contig_4	cds	50522	53185	+	LPARA_01573	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4E4C05
contig_4	cds	53295	54254	+	LPARA_01574	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034355D4
contig_4	cds	54482	55285	-	LPARA_01575	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C5A8
contig_4	cds	55288	56259	-	LPARA_01576	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B78
contig_4	cds	56462	57430	-	LPARA_01577	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6RLG3
contig_4	cds	57989	58945	-	LPARA_01578	580.0	2.1e-207	0.997	0.811	0.987	UniRef:UniRef90_A0A826HYF3
contig_4	cds	59428	61815	-	LPARA_01579	1536.0	0.0	1.0	1.0	0.996	UniRef:UniRef90_A0A422LFW5
contig_4	cds	62533	63183	-	LPARA_01580	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829H603
contig_4	cds	63413	64243	+	LPARA_01581	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343E804
contig_4	cds	64236	65297	+	LPARA_01582	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343BDA1
contig_4	cds	65471	66292	+	LPARA_01583	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B87
contig_4	cds	66364	66996	-	LPARA_01584	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B88
contig_4	cds	67229	67753	-	LPARA_01585	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6QEW3
contig_4	cds	67831	68010	-	LPARA_01586	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9Q0E7
contig_4	cds	68007	68675	-	LPARA_01587	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C8W1
contig_4	cds	68678	69463	-	LPARA_01588	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1V0Q5E8
contig_4	cds	69674	70762	-	LPARA_01589	729.0	1.1e-264	1.0	0.846	0.997	UniRef:UniRef90_A0AAP4N3L2
contig_4	cds	71120	71353	+	LPARA_01590	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAX3CG31
contig_4	cds	71347	71823	-	LPARA_01591	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B95
contig_4	cds	72402	72545	-	LPARA_01592	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03B97
contig_4	cds	72644	75769	-	LPARA_01593	1627.0	0.0	1.0	1.0	0.995	UniRef:UniRef90_A0A826HYL3
contig_4	cds	75769	76890	-	LPARA_01594	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4DDF6A
contig_4	cds	76951	77577	+	LPARA_01595	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BA0
contig_4	cds	78023	78799	+	LPARA_01596	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3BZG2
contig_4	cds	78804	79232	+	LPARA_01597	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BA2
contig_4	cds	79277	79795	+	LPARA_01598	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S2AL60
contig_4	cds	79834	80835	+	LPARA_01599	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003435B92
contig_4	cds	80950	81888	+	LPARA_01600	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KY11
contig_4	cds	81910	82590	+	LPARA_01601	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAX3CF55
contig_4	cds	83034	83228	+	LPARA_01602	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343B295
contig_4	cds	83439	84890	-	LPARA_01603	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A243PTQ3
contig_4	cds	84946	85254	-	LPARA_01604	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BB0
contig_4	cds	85269	85763	-	LPARA_01605	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BB1
contig_4	cds	86068	86787	-	LPARA_01606	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343EE81
contig_4	cds	87014	88024	-	LPARA_01607	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343DE65
contig_4	cds	88173	89168	-	LPARA_01608	575.0	1.0e-205	1.0	0.974	0.927	UniRef:UniRef90_O84905
contig_4	cds	89222	90682	-	LPARA_01609	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4E9712
contig_4	cds	90679	91674	-	LPARA_01610	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAX3CFK4
contig_4	cds	91769	92935	-	LPARA_01611	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S2AJN3
contig_4	cds	93258	93980	+	LPARA_01612	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343853C
contig_4	cds	94242	95759	+	LPARA_01613	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A806L5W8
contig_4	cds	95815	97668	+	LPARA_01614	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BC0
contig_4	cds	97683	98390	+	LPARA_01615	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343AC94
contig_4	cds	98501	99082	-	LPARA_01616	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAQ0YL66
contig_4	cds	99079	100755	-	LPARA_01617	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343B3C5
contig_4	cds	101226	102875	-	LPARA_01618	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6SKH2
contig_4	cds	103863	104552	+	LPARA_01619	439.0	1.8e-155	1.0	1.0	0.987	UniRef:UniRef90_A0A1S2AJI1
contig_4	cds	105077	105781	+	LPARA_01620	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829GUS2
contig_4	cds	105950	106099	+	LPARA_01621	-	-	-	-	-	-
contig_4	cds	106528	106737	+	LPARA_01622	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829GUF7
contig_4	cds	106762	107037	+	LPARA_01623	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829GVL9
contig_4	cds	107260	107418	+	LPARA_01624	102.0	7.7e-28	1.0	1.0	0.962	UniRef:UniRef90_UPI0023494706
contig_4	cds	107545	107745	+	LPARA_01625	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829GUB4
contig_4	cds	107880	108068	+	LPARA_01626	-	-	-	-	-	-
contig_4	cds	108592	108780	+	LPARA_01627	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829GVD7
contig_4	cds	108953	109474	-	LPARA_01628	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343BF81
contig_4	cds	109538	109768	-	LPARA_01629	150.0	7.9e-46	1.0	0.817	1.0	UniRef:UniRef90_A0A422MDE5
contig_4	cds	110157	110975	+	LPARA_01630	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343E3DB
contig_4	cds	110983	111654	-	LPARA_01631	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A243PU51
contig_4	cds	111784	112725	+	LPARA_01632	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C2S8
contig_4	cds	113128	114444	+	LPARA_01633	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BC8
contig_4	cds	114682	115590	+	LPARA_01634	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00272F14A8
contig_4	cds	115815	116141	+	LPARA_01635	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BD0
contig_4	cds	116352	117020	+	LPARA_01636	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826HUR8
contig_4	cds	117013	117792	+	LPARA_01637	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003438CDF
contig_4	cds	118023	118916	+	LPARA_01638	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343A53A
contig_4	cds	118916	119782	+	LPARA_01639	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAX3CH62
contig_4	cds	119834	120286	+	LPARA_01640	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KWY7
contig_4	cds	120297	120704	+	LPARA_01641	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BD6
contig_4	cds	121126	123108	+	LPARA_01642	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BD7
contig_4	cds	123201	125432	-	LPARA_01643	1106.0	0.0	1.0	1.0	0.952	UniRef:UniRef90_Q03BD8
contig_4	cds	125670	127025	+	LPARA_01644	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAQ0YGV1
contig_4	cds	127204	128049	+	LPARA_01645	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAP4JJI0
contig_4	cds	128541	129164	+	LPARA_01646	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S2AJK6
contig_4	cds	129515	130996	+	LPARA_01647	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034351EC
contig_4	cds	131196	131636	+	LPARA_01648	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BE3
contig_4	cds	131788	132225	+	LPARA_01649	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003434002
contig_4	cds	132389	132589	-	LPARA_01650	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BE5
contig_4	cds	132762	134102	-	LPARA_01651	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9P0Q0
contig_4	cds	134384	135322	+	LPARA_01652	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BE6
contig_4	cds	135448	136923	-	LPARA_01653	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_B5QT84
contig_4	cds	137144	138448	-	LPARA_01654	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BE8
contig_4	cds	138788	140791	-	LPARA_01655	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAX3CEW6
contig_4	cds	140882	142528	-	LPARA_01656	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003434C42
contig_4	cds	142752	143468	-	LPARA_01657	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9PSP5
contig_4	cds	143754	144998	-	LPARA_01658	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S2ALL5
contig_4	cds	145160	146941	-	LPARA_01659	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6SA02
contig_4	cds	146946	148664	-	LPARA_01660	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BF4
contig_4	cds	149799	152084	+	LPARA_01661	1419.0	0.0	1.003	1.0	0.921	UniRef:UniRef90_A0A5R8LYA7
contig_4	cds	152062	152934	+	LPARA_01662	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BF6
contig_4	cds	153317	154141	+	LPARA_01663	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000297CA5F
contig_4	cds	154189	154737	+	LPARA_01664	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003437A9B
contig_4	cds	154989	155783	+	LPARA_01665	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BG0
contig_4	cds	155770	157497	+	LPARA_01666	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1MRA9
contig_4	cds	157665	158639	+	LPARA_01667	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BG2
contig_4	cds	158715	160736	-	LPARA_01668	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343488D
contig_4	cds	160901	161602	-	LPARA_01669	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034352B0
contig_4	cds	161586	161945	-	LPARA_01670	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034381B6
contig_4	cds	162099	162800	-	LPARA_01671	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003435F76
contig_4	cds	163639	165636	-	LPARA_01672	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343C171
contig_4	cds	165633	166010	-	LPARA_01673	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S2B0U0
contig_4	cds	165991	167010	-	LPARA_01674	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A806LAR1
contig_4	cds	167078	167743	-	LPARA_01675	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A243PW98
contig_4	cds	168834	170222	+	LPARA_01676	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BH4
contig_4	cds	170496	171407	-	LPARA_01677	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003435FFD
contig_4	ncRNA-region	171946	172187	+	-	105.6	2.3e-14	-	-	-	RFAM:RF00230
contig_4	cds	172355	173068	+	LPARA_01678	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343EBCF
contig_4	cds	173100	173912	+	LPARA_01679	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A243PUY1
contig_4	cds	174014	175150	+	LPARA_01680	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAP9HGT3
contig_4	tRNA	175222	175293	-	LPARA_01681	48.1	-	-	-	-	-
contig_4	cds	175415	175960	+	LPARA_01682	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9P0S6
contig_4	cds	176150	177079	-	LPARA_01683	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BU1
contig_4	cds	177113	177928	-	LPARA_01684	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034396D4
contig_4	cds	178369	179268	-	LPARA_01685	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343C278
contig_4	cds	179287	180504	-	LPARA_01686	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BU4
contig_4	cds	180781	181677	-	LPARA_01687	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0033976941
contig_4	cds	181774	182607	-	LPARA_01688	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1J3C4J5
contig_4	cds	182624	183490	-	LPARA_01689	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343A217
contig_4	cds	183645	184538	+	LPARA_01690	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343CF84
contig_4	cds	184717	185244	+	LPARA_01691	326.0	1.1e-112	0.943	0.982	0.982	UniRef:UniRef90_A0A4Q1THL5
contig_4	cds	185330	186772	-	LPARA_01692	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826HYQ4
contig_4	cds	187379	189913	-	LPARA_01693	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003438876
contig_4	cds	190338	195839	+	LPARA_01694	2991.0	0.0	1.046	1.002	0.899	UniRef:UniRef90_A0A422MFE9
contig_4	cds	196381	203076	+	LPARA_01695	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034339CA
contig_4	cds	203266	203895	-	LPARA_01696	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829TBM7
contig_4	cds	203834	204982	-	LPARA_01697	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4ED9EA
contig_4	cds	204979	205860	-	LPARA_01698	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034393E8
contig_4	cds	205963	207078	-	LPARA_01699	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003436EAA
contig_4	cds	207066	207764	-	LPARA_01700	452.0	1.1e-160	1.0	1.0	0.987	UniRef:UniRef90_Q03BV9
contig_4	cds	208060	209676	-	LPARA_01701	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034398C6
contig_4	cds	209669	210403	-	LPARA_01702	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A829H068
contig_4	cds	210594	211670	-	LPARA_01703	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AB38Q7C2
contig_4	cds	211744	212748	-	LPARA_01704	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1S2AE40
contig_4	cds	212759	213475	-	LPARA_01705	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A243Q1F0
contig_4	cds	213468	216197	-	LPARA_01706	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034367E5
contig_4	cds	216456	217040	+	LPARA_01707	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BW4
contig_4	cds	217166	219076	-	LPARA_01708	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003439D01
contig_4	cds	219251	219562	+	LPARA_01709	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6S479
contig_4	cds	219586	220824	+	LPARA_01710	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003434BDC
contig_4	cds	220861	221226	+	LPARA_01711	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003439CEB
contig_4	cds	221245	222675	+	LPARA_01712	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6RPI9
contig_4	cds	222675	223277	+	LPARA_01713	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A5Q8BU21
contig_4	cds	223341	223685	-	LPARA_01714	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9QI32
contig_4	cds	223831	224853	+	LPARA_01715	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9QE99
contig_4	cds	224975	225841	-	LPARA_01716	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A291ISR2
contig_4	cds	226013	226441	+	LPARA_01717	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAP9HFE9
contig_4	cds	226505	227860	-	LPARA_01718	843.0	7.2e-308	1.0	1.0	0.962	UniRef:UniRef90_A0A806E0G4
contig_4	cds	227982	229109	-	LPARA_01719	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4D863A
contig_4	cds	229238	230581	-	LPARA_01720	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A243Q1D7
contig_4	cds	230909	231661	-	LPARA_01721	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1V0Q6I4
contig_4	cds	231691	232440	-	LPARA_01722	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BY0
contig_4	cds	232653	233720	+	LPARA_01723	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343C224
contig_4	cds	233876	234889	+	LPARA_01724	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A1V0Q5X9
contig_4	cds	234975	236708	-	LPARA_01725	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034375AB
contig_4	cds	237295	238176	+	LPARA_01726	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BY4
contig_4	cds	238248	238823	-	LPARA_01727	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343876B
contig_4	cds	238813	239424	-	LPARA_01728	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BY6
contig_4	cds	239607	240770	-	LPARA_01729	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8E0M467
contig_4	cds	240849	241142	-	LPARA_01730	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0C9QI09
contig_4	cds	241375	242811	+	LPARA_01731	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343489E
contig_4	cds	242846	243274	+	LPARA_01732	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI00034358DA
contig_4	cds	243665	244684	+	LPARA_01733	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BZ5
contig_4	cds	244671	245252	+	LPARA_01734	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003434CC8
contig_4	cds	245302	245670	+	LPARA_01735	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BZ7
contig_4	cds	245755	246318	+	LPARA_01736	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343CA0A
contig_4	cds	246414	246542	+	LPARA_01737	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03BZ9
contig_4	cds	246554	248248	+	LPARA_01738	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A8E0ME14
contig_4	cds	248395	249375	+	LPARA_01739	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03C01
contig_4	cds	249495	250511	-	LPARA_01740	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_K6RPT8
contig_4	cds	250668	251534	-	LPARA_01741	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0003434719
contig_4	cds	252069	253499	-	LPARA_01742	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422M090
contig_4	cds	253521	254720	-	LPARA_01743	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S2NDR3
contig_4	cds	254945	257170	-	LPARA_01744	1454.0	0.0	1.0	0.976	0.999	UniRef:UniRef90_S2NG14
contig_4	cds	257519	260251	+	LPARA_01745	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4EE47F
contig_4	cds	261216	262925	+	LPARA_01746	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343C3FA
contig_4	cds	262918	264729	+	LPARA_01747	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_S4ZL53
contig_4	cds	264912	266600	-	LPARA_01748	1159.0	0.0	0.993	0.960	0.984	UniRef:UniRef90_A0A422M063
contig_4	cds	266590	267006	-	LPARA_01749	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343EEFF
contig_4	cds	267096	269339	-	LPARA_01750	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343C654
contig_4	cds	269369	270220	-	LPARA_01751	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03C13
contig_4	cds	270213	271022	-	LPARA_01752	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03C14
contig_4	cds	271065	271556	-	LPARA_01753	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KWU2
contig_4	cds	271608	272615	-	LPARA_01754	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03C16
contig_4	cds	272856	273125	+	LPARA_01755	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03C17
contig_4	cds	273432	274259	+	LPARA_01756	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03C18
contig_4	cds	274623	275993	+	LPARA_01757	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03C19
contig_4	cds	276284	276652	+	LPARA_01758	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000297EA95
contig_4	cds	276652	276912	+	LPARA_01759	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A422MMA7
contig_4	cds	277025	277714	-	LPARA_01760	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI0002982045
contig_4	cds	277719	278780	-	LPARA_01761	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAP9HFY1
contig_4	cds	278785	279288	-	LPARA_01762	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03C22
contig_4	cds	279498	280262	-	LPARA_01763	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343C9E0
contig_4	cds	280273	280425	-	LPARA_01764	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q03C24
contig_4	cds	280593	281123	-	LPARA_01765	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI000343AA99
contig_4	cds	281525	282793	+	LPARA_01766	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A826HQG5
contig_4	cds	282918	283562	-	LPARA_01767	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A0K1KX66
contig_4	cds	283731	284054	+	LPARA_01768	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0AAX3CFD4
contig_4	cds	284398	285573	-	LPARA_01769	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_UPI001F4E268E
