# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_3	cds	166511	167488	-	LPARA_01271		DNA polymerase III subunit delta	RefSeq:WP_003588621.1, SO:0001217, UniParc:UPI000051115D, UniRef:UniRef100_Q035X1, UniRef:UniRef50_A0AAP4JI75, UniRef:UniRef90_A0AAP4JI75
contig_3	cds	167488	167817	-	LPARA_01272	darA	Nitrogen regulatory protein P-II	COG:COG3870, COG:T, SO:0001217, UniRef:UniRef50_A0A0R2GZJ2, UniRef:UniRef90_Q035X0
contig_3	cds	167852	168496	-	LPARA_01273	tmk	dTMP kinase	EC:2.7.4.9, GO:0004798, GO:0005524, GO:0005829, GO:0006227, GO:0006233, GO:0006235, KEGG:K00943, RefSeq:WP_016369102.1, SO:0001217, UniParc:UPI000343F000, UniRef:UniRef100_S2NEP7, UniRef:UniRef50_Q035W9, UniRef:UniRef90_Q035W9
contig_3	cds	168859	169095	+	LPARA_01274		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A806LGQ6, UniRef:UniRef90_A0A806LGQ6
contig_3	cds	169090	169353	-	LPARA_01275		DUF2508 domain-containing protein	RefSeq:WP_003567100.1, SO:0001217, UniParc:UPI000051115A, UniRef:UniRef100_Q035W8, UniRef:UniRef50_Q035W8, UniRef:UniRef90_Q035W8
contig_3	cds	169353	169952	-	LPARA_01276	recR	recombination mediator RecR	COG:COG0353, COG:L, GO:0003677, GO:0006281, GO:0006310, GO:0046872, KEGG:K06187, RefSeq:WP_003567101.1, SO:0001217, UniParc:UPI0000511159, UniRef:UniRef100_Q035W7, UniRef:UniRef50_Q6GJJ3, UniRef:UniRef90_Q035W7
contig_3	cds	170267	170575	-	LPARA_01277	ybaB	YbaB/EbfC family nucleoid-associated protein	COG:COG0718, COG:K, GO:0003677, GO:0005829, GO:0043590, RefSeq:WP_003567105.1, SO:0001217, UniParc:UPI0000E569D3, UniRef:UniRef100_Q035W6, UniRef:UniRef50_Q9CJ80, UniRef:UniRef90_B3W9Z1
contig_3	cds	170592	172289	-	LPARA_01278	dnaX	DNA polymerase III subunit gamma/tau	COG:COG2812, COG:L, EC:2.7.7.7, GO:0003677, GO:0003887, GO:0005524, GO:0006260, GO:0009360, KEGG:K02343, RefSeq:WP_016384675.1, SO:0001217, UniParc:UPI000343D6B2, UniRef:UniRef100_UPI000343D6B2, UniRef:UniRef50_A0A202FED5, UniRef:UniRef90_A0A5R8LXV6
contig_3	ncRNA	172535	172621	-	LPARA_01279	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
contig_3	cds	172638	173144	-	LPARA_01280		tRNA-specific adenosine deaminase	RefSeq:WP_003567109.1, SO:0001217, UniParc:UPI000176A8D2, UniRef:UniRef100_A0A0K1MW54, UniRef:UniRef90_Q035W4
contig_3	cds	173286	173615	-	LPARA_01281		Secreted protein	RefSeq:WP_003567111.1, SO:0001217, UniParc:UPI0000E569D5, UniRef:UniRef100_Q035W3, UniRef:UniRef50_Q035W3, UniRef:UniRef90_Q035W3
contig_3	cds	173672	174268	-	LPARA_01282		Class I SAM-dependent methyltransferase	RefSeq:WP_016384676.1, SO:0001217, UniParc:UPI0003437120, UniRef:UniRef100_UPI0003437120, UniRef:UniRef50_A0A061CF77, UniRef:UniRef90_A0AAP4N727
contig_3	cds	174373	176982	-	LPARA_01283	mprF	bifunctional lysylphosphatidylglycerol flippase/synthetase MprF	COG:COG2898, COG:I, EC:2.3.2.3, KEGG:K14205, RefSeq:WP_003571315.1, SO:0001217, UniParc:UPI0001DBE053, UniRef:UniRef100_A0A1J3C858, UniRef:UniRef50_A0A0R1JGI3, UniRef:UniRef90_C2JZ62
contig_3	cds	177386	177799	+	LPARA_01284		Transcriptional regulator	RefSeq:WP_003571317.1, SO:0001217, UniParc:UPI0000511285, UniRef:UniRef100_Q035W0, UniRef:UniRef50_Q035W0, UniRef:UniRef90_Q035W0
contig_3	cds	177949	178881	+	LPARA_01285	lacI	Transcriptional regulator, LacI family	RefSeq:WP_003567118.1, SO:0001217, UniParc:UPI000176A976, UniRef:UniRef100_A0A1S2AQU2, UniRef:UniRef50_Q035V9, UniRef:UniRef90_Q035V9
contig_3	cds	178990	184698	-	LPARA_01286	prtP	PII-type proteinase	BlastRules:WP_003661853, BlastRules:WP_011669079, EC:3.4.21.96, GO:0004252, GO:0005576, GO:0006508, GO:0016020, KEGG:K01361, RefSeq:WP_241565075.1, SO:0001217, UniParc:UPI001F4F0DA4, UniRef:UniRef100_UPI001F4F0DA4, UniRef:UniRef50_P15292, UniRef:UniRef90_P15292
contig_3	cds	184988	185887	+	LPARA_01287	prsA	Foldase protein PrsA	EC:5.2.1.8, GO:0005886, GO:0006457, GO:0140839, GO:0140840, RefSeq:WP_016374702.1, SO:0001217, UniParc:UPI0003435C65, UniRef:UniRef100_S2S6V4, UniRef:UniRef50_P0C2B5, UniRef:UniRef90_P0C2B5
contig_3	cds	186061	186429	-	LPARA_01288	rplL	50S ribosomal protein L7/L12	COG:COG0222, COG:J, GO:0003729, GO:0003735, GO:0005840, GO:0006412, GO:0022625, RefSeq:WP_003567138.1, SO:0001217, UniParc:UPI0000E569DA, UniRef:UniRef100_Q035V6, UniRef:UniRef50_P0A299, UniRef:UniRef90_Q035V6
contig_3	cds	186470	186976	-	LPARA_01289	rplJ	50S ribosomal protein L10	COG:COG0244, COG:J, GO:0003735, GO:0006412, GO:0015934, GO:0070180, KEGG:K02864, RefSeq:WP_003567140.1, SO:0001217, UniParc:UPI0000E569DB, UniRef:UniRef100_Q035V5, UniRef:UniRef50_Q035V5, UniRef:UniRef90_Q035V5
contig_3	ncRNA-region	187011	187131	-			Ribosomal protein L10 leader	RFAM:RF00557, SO:0000140
contig_3	cds	187401	188633	+	LPARA_01290	araJ	Permease of the major facilitator superfamily	COG:COG2814, COG:G, KEGG:K08161, RefSeq:WP_003567142.1, SO:0001217, UniParc:UPI0000E569DC, UniRef:UniRef100_Q035V4, UniRef:UniRef50_A0A0R1G993, UniRef:UniRef90_Q035V4
contig_3	cds	188690	189523	-	LPARA_01291		GNAT family acetyltransferase	RefSeq:WP_016384392.1, SO:0001217, UniParc:UPI000343BD58, UniRef:UniRef100_UPI000343BD58, UniRef:UniRef50_A0A7Y7QD59, UniRef:UniRef90_Q035V3
contig_3	cds	189516	190046	-	LPARA_01292		DUF3278 domain-containing protein	RefSeq:WP_016384393.1, SO:0001217, UniParc:UPI00034359AC, UniRef:UniRef100_UPI00034359AC, UniRef:UniRef50_Q035V2, UniRef:UniRef90_Q035V2
contig_3	cds	190303	191508	+	LPARA_01293	araJ	Permease of the major facilitator superfamily	COG:COG2814, COG:G, RefSeq:WP_011674843.1, SO:0001217, UniParc:UPI000051118A, UniRef:UniRef100_Q035V1, UniRef:UniRef50_O34691, UniRef:UniRef90_Q035V1
contig_3	cds	191580	192953	-	LPARA_01294	adhE	Succinate-semialdehyde dehydrogenase [NADP(+)] 1	COG:COG1012, COG:I, RefSeq:WP_003591597.1, SO:0001217, UniParc:UPI000051118B, UniRef:UniRef100_Q035V0, UniRef:UniRef50_A0A2S3U438, UniRef:UniRef90_A0A422M3A0
contig_3	cds	193141	193830	-	LPARA_01295	rplA	50S ribosomal protein L1	COG:COG0081, COG:J, GO:0000049, GO:0003723, GO:0003735, GO:0006412, GO:0006417, GO:0015934, GO:0019843, KEGG:K02863, RefSeq:WP_003567153.1, SO:0001217, UniParc:UPI000051118C, UniRef:UniRef100_Q035U9, UniRef:UniRef50_O84320, UniRef:UniRef90_Q035U9
contig_3	cds	193930	194355	-	LPARA_01296	rplK	50S ribosomal protein L11	COG:COG0080, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0022625, GO:0070180, KEGG:K02867, RefSeq:WP_003567155.1, SO:0001217, UniParc:UPI000051118D, UniRef:UniRef100_Q035U8, UniRef:UniRef50_Q88YX0, UniRef:UniRef90_Q88YX0
contig_3	cds	194648	197278	-	LPARA_01297	mgtA	magnesium-translocating P-type ATPase	EC:7.2.2.14, GO:0015444, GO:0015693, GO:0016020, KEGG:K01531, RefSeq:WP_016384396.1, SO:0001217, UniParc:UPI000343E779, UniRef:UniRef100_UPI000343E779, UniRef:UniRef50_A0A940P551, UniRef:UniRef90_A0AAP4JJK5
contig_3	cds	197541	199004	+	LPARA_01298		amidase	EC:3.5.1.4, RefSeq:WP_353801631.1, SO:0001217, UniParc:UPI0033995B1D, UniRef:UniRef100_UPI0033995B1D, UniRef:UniRef50_A0A9D9VTN7, UniRef:UniRef90_A0A806LIS0
contig_3	cds	199004	199372	+	LPARA_01299		YdhG-like domain-containing protein	RefSeq:WP_016384398.1, SO:0001217, UniParc:UPI0003438570, UniRef:UniRef100_UPI0003438570, UniRef:UniRef50_Q035U5, UniRef:UniRef90_Q035U5
contig_3	cds	199463	199999	-	LPARA_01300		Corrinoid adenosyltransferase	RefSeq:WP_016384399.1, SO:0001217, UniParc:UPI000343D4B7, UniRef:UniRef100_UPI000343D4B7, UniRef:UniRef50_A0A4Z0JCQ8, UniRef:UniRef90_Q035U4
contig_3	cds	199974	200546	-	LPARA_01301		ECF transporter S component	RefSeq:WP_003567165.1, SO:0001217, UniParc:UPI0000511192, UniRef:UniRef100_Q035U3, UniRef:UniRef50_Q5FMY0, UniRef:UniRef90_A0A422M1V3
contig_3	cds	200543	200929	-	LPARA_01302		Transcobalamin-like C-terminal domain-containing protein	RefSeq:WP_003605912.1, SO:0001217, UniParc:UPI000297342B, UniRef:UniRef100_A0A0E2LUR4, UniRef:UniRef50_Q035U2, UniRef:UniRef90_Q035U2
contig_3	cds	200951	203197	-	LPARA_01303	nrdJ	ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent	EC:1.17.4.2, GO:0000166, GO:0004748, GO:0006260, GO:0008998, GO:0031419, RefSeq:WP_012491896.1, SO:0001217, UniParc:UPI000176AA10, UniRef:UniRef100_A0A806EDE9, UniRef:UniRef50_Q59490, UniRef:UniRef90_Q035U1
contig_3	cds	203389	203832	-	LPARA_01304		Purine deoxyribosyltransferase	RefSeq:WP_003580735.1, SO:0001217, UniParc:UPI0000511195, UniRef:UniRef100_Q035U0, UniRef:UniRef50_C2JZ33, UniRef:UniRef90_Q035U0
contig_3	cds	203870	204715	-	LPARA_01305		Alpha/beta hydrolase superfamily protein	RefSeq:WP_003571354.1, SO:0001217, UniParc:UPI000176AA11, UniRef:UniRef100_K6RWH4, UniRef:UniRef50_A0AAD1ARY4, UniRef:UniRef90_Q035T9
contig_3	cds	204725	205279	-	LPARA_01306	nusG	transcription termination/antitermination protein NusG	COG:COG0250, COG:K, GO:0032784, KEGG:K02601, RefSeq:WP_003567176.1, SO:0001217, UniParc:UPI0000511197, UniRef:UniRef100_Q035T8, UniRef:UniRef50_A5VIA3, UniRef:UniRef90_Q035T8
contig_3	cds	205383	205553	-	LPARA_01307	secE	preprotein translocase subunit SecE	COG:COG0690, COG:U, GO:0005886, GO:0009306, GO:0015450, GO:0043952, RefSeq:WP_003567177.1, SO:0001217, UniParc:UPI0000E569E0, UniRef:UniRef100_Q035T7, UniRef:UniRef50_Q035T7, UniRef:UniRef90_Q035T7
contig_3	cds	205906	206865	-	LPARA_01308		1,4-dihydroxy-2-naphtoate prenyltransferase	RefSeq:WP_003580741.1, SO:0001217, UniParc:UPI00019C8BB3, UniRef:UniRef100_S4ZS10, UniRef:UniRef50_A0A0R1JH33, UniRef:UniRef90_Q035T5
contig_3	cds	206862	207800	-	LPARA_01309		Prenyltransferase	RefSeq:WP_003603213.1, SO:0001217, UniParc:UPI00019C8BB2, UniRef:UniRef100_A0A0E2M9Q3, UniRef:UniRef50_A0A5R8M1N8, UniRef:UniRef90_A0A1J3C5P3
contig_3	cds	207812	208879	-	LPARA_01310		FAD:protein FMN transferase	EC:2.7.1.180, KEGG:K03734, RefSeq:WP_003580746.1, SO:0001217, UniParc:UPI000176AA15, UniRef:UniRef100_A0A829GM24, UniRef:UniRef50_A0A916QHY7, UniRef:UniRef90_Q035T3
contig_3	cds	209055	209969	-	LPARA_01311	pplA	extracellular electron transfer flavoprotein PplA	COG:COG4939, COG:S, KEGG:K20379, RefSeq:WP_016385687.1, SO:0001217, UniParc:UPI000343EBDC, UniRef:UniRef100_UPI000343EBDC, UniRef:UniRef50_A0A0R2HWZ3, UniRef:UniRef90_Q035T2
contig_3	cds	210256	212154	+	LPARA_01312	ndh	NADH:ubiquinone reductase (non-electrogenic)	COG:C, COG:COG1252, RefSeq:WP_003588665.1, SO:0001217, UniParc:UPI0000E569E5, UniRef:UniRef100_Q035T1, UniRef:UniRef50_A0A1S6IRE2, UniRef:UniRef90_A0A0E3CN98
contig_3	cds	212329	212772	+	LPARA_01313	nusG	NusG domain-containing protein	RefSeq:WP_063558054.1, SO:0001217, UniParc:UPI0007BEB376, UniRef:UniRef100_UPI0007BEB376, UniRef:UniRef50_Q035T0, UniRef:UniRef90_Q035T0
contig_3	cds	212769	213356	+	LPARA_01314		Heptaprenyl diphosphate synthase component I	COG:COG4769, COG:S, RefSeq:WP_003567195.1, SO:0001217, UniParc:UPI0000511407, UniRef:UniRef100_Q035S9, UniRef:UniRef50_F9UMN5, UniRef:UniRef90_A0AAD1ARR5
contig_3	cds	213331	214308	+	LPARA_01315		Hexaprenyl-diphosphate synthase large subunit ((2E,6E)-farnesyl-diphosphate specific)	SO:0001217, UniRef:UniRef50_F9UMN4, UniRef:UniRef90_A0A5E9JP60
contig_3	cds	214999	215241	-	LPARA_01316		hypothetical protein	RefSeq:WP_063558402.1, SO:0001217, UniParc:UPI0007BECAD8, UniRef:UniRef100_UPI0007BECAD8, UniRef:UniRef50_Q035S7, UniRef:UniRef90_Q035S7
contig_3	cds	215415	216098	-	LPARA_01317		Pyrroline-5-carboxylate reductase catalytic N-terminal domain-containing protein	RefSeq:WP_003595940.1, SO:0001217, UniParc:UPI0000E569E7, UniRef:UniRef100_Q035S6, UniRef:UniRef50_A0A1C6SLT7, UniRef:UniRef90_A0AAD1AQJ7
contig_3	cds	216095	217150	-	LPARA_01318	ssuD	LLM class flavin-dependent oxidoreductase	COG:COG2141, COG:HR, RefSeq:WP_003567203.1, SO:0001217, UniParc:UPI000197A236, UniRef:UniRef100_A0A826HU64, UniRef:UniRef50_A0A376H2J9, UniRef:UniRef90_A0AAP4JJD1
contig_3	cds	217646	217987	+	LPARA_01319		Integral membrane protein	RefSeq:WP_016384797.1, SO:0001217, UniParc:UPI000343EB0F, UniRef:UniRef100_UPI000343EB0F, UniRef:UniRef50_A0A806LAV3, UniRef:UniRef90_A0A806LAV3
contig_3	cds	218190	218729	-	LPARA_01320	rae1	NYN domain-containing protein	COG:COG3688, COG:J, KEGG:K06962, RefSeq:WP_003576196.1, SO:0001217, UniParc:UPI0000510EF2, UniRef:UniRef100_Q035S3, UniRef:UniRef50_Q38UZ9, UniRef:UniRef90_A0A8E0M307
contig_3	cds	218730	219509	-	LPARA_01321	rlmB	23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB	COG:COG0566, COG:J, GO:0006396, GO:0008173, RefSeq:WP_003567217.1, SO:0001217, UniParc:UPI0000510EF3, UniRef:UniRef100_Q035S2, UniRef:UniRef50_C5R8W4, UniRef:UniRef90_A0A0E2M9R6
contig_3	cds	219481	219909	-	LPARA_01322		Mini-ribonuclease 3	RefSeq:WP_003567219.1, SO:0001217, UniParc:UPI0000510EF4, UniRef:UniRef100_Q035S1, UniRef:UniRef50_F9UL76, UniRef:UniRef90_Q035S1
contig_3	cds	219906	221312	-	LPARA_01323	cysS	cysteine--tRNA ligase	COG:COG0215, COG:J, EC:6.1.1.16, GO:0004817, GO:0005524, GO:0005737, GO:0005829, GO:0006423, GO:0008270, KEGG:K01883, RefSeq:WP_016384796.1, SO:0001217, UniParc:UPI0003438295, UniRef:UniRef100_UPI0003438295, UniRef:UniRef50_Q9CEJ0, UniRef:UniRef90_Q035S0
contig_3	cds	221553	222947	-	LPARA_01324		Putative FAD-linked oxidoreductase	RefSeq:WP_016384795.1, SO:0001217, UniParc:UPI0003437249, UniRef:UniRef100_UPI0003437249, UniRef:UniRef50_F9UTP6, UniRef:UniRef90_A0A422M1U8
contig_3	cds	223073	223660	-	LPARA_01325		hypothetical protein	RefSeq:WP_016384794.1, SO:0001217, UniParc:UPI0003433B52, UniRef:UniRef100_UPI0003433B52, UniRef:UniRef50_Q035R8, UniRef:UniRef90_Q035R8
contig_3	cds	223986	224093	-	LPARA_01326		DUF4044 domain-containing protein	SO:0001217, UniParc:UPI0000E569EB, UniRef:UniRef100_Q035R6, UniRef:UniRef50_Q035R6, UniRef:UniRef90_Q035R6
contig_3	cds	224327	225820	-	LPARA_01327	gltX	glutamate--tRNA ligase	COG:COG0008, COG:J, EC:6.1.1.17, GO:0000049, GO:0000166, GO:0004818, GO:0005524, GO:0005829, GO:0006424, GO:0008270, KEGG:K09698, RefSeq:WP_003576207.1, SO:0001217, UniParc:UPI0000E569EC, UniRef:UniRef100_Q035R5, UniRef:UniRef50_Q97NG1, UniRef:UniRef90_Q035R5
contig_3	cds	225968	226948	-	LPARA_01328		1,5-anhydro-D-fructose reductase	SO:0001217, UniRef:UniRef50_A0A202FAE5, UniRef:UniRef90_A0A291IY32
contig_3	cds	227064	227735	-	LPARA_01329		ribose-5-phosphate isomerase	RefSeq:WP_016384792.1, SO:0001217, UniParc:UPI000343DCA8, UniRef:UniRef100_UPI000343DCA8, UniRef:UniRef50_Q035R3, UniRef:UniRef90_Q035R3
contig_3	cds	227919	228749	+	LPARA_01330		Transcriptional regulator	RefSeq:WP_016384791.1, SO:0001217, UniParc:UPI0003439C8D, UniRef:UniRef100_UPI0003439C8D, UniRef:UniRef50_A0A0R1MAI6, UniRef:UniRef90_Q035R2
contig_3	cds	228895	229734	-	LPARA_01331	yhfC	YhfC family glutamic-type intramembrane protease	RefSeq:WP_016384790.1, SO:0001217, UniParc:UPI000343C9C4, UniRef:UniRef100_UPI000343C9C4, UniRef:UniRef50_A0AAP4N4E4, UniRef:UniRef90_A0AAP4N4E4
contig_3	cds	229747	230763	-	LPARA_01332		DUF5808 domain-containing protein	RefSeq:WP_142500211.1, SO:0001217, UniParc:UPI001157F7EC, UniRef:UniRef100_UPI001157F7EC, UniRef:UniRef50_A0A826HY02, UniRef:UniRef90_A0A826HY02
contig_3	cds	230770	231144	-	LPARA_01333	gntR	Transcriptional regulator, GntR family	RefSeq:WP_003567242.1, SO:0001217, UniParc:UPI0000510EFE, UniRef:UniRef100_Q035Q9, UniRef:UniRef90_Q035Q9
contig_3	cds	231308	232579	-	LPARA_01334		Gram-positive cocci surface proteins LPxTG domain-containing protein	RefSeq:WP_016384788.1, SO:0001217, UniParc:UPI0003435170, UniRef:UniRef100_UPI0003435170, UniRef:UniRef50_Q035Q8, UniRef:UniRef90_Q035Q8
contig_3	cds	232897	233673	-	LPARA_01335		Multi-copper enzyme maturation ABC transporter permease	RefSeq:WP_003591638.1, SO:0001217, UniParc:UPI0001DBE0A9, UniRef:UniRef100_A0AAQ0TAH4, UniRef:UniRef50_A0A0R1EY05, UniRef:UniRef90_S2RNZ2
contig_3	cds	233691	234578	-	LPARA_01336		ABC-type multidrug transport system, ATPase component	RefSeq:WP_003567248.1, SO:0001217, UniParc:UPI0000510F01, UniRef:UniRef100_Q035Q6, UniRef:UniRef50_Q035Q6, UniRef:UniRef90_Q035Q6
contig_3	cds	234762	235658	+	LPARA_01337		Helix-turn-helix domain-containing protein	RefSeq:WP_016384787.1, SO:0001217, UniParc:UPI0003433160, UniRef:UniRef100_UPI0003433160, UniRef:UniRef50_S2S946, UniRef:UniRef90_A0AAP4JLP5
contig_3	cds	235771	236886	-	LPARA_01338		PIN domain-containing protein	COG:COG4956, COG:R, RefSeq:WP_003567252.1, SO:0001217, UniParc:UPI0000510F02, UniRef:UniRef100_Q035Q5, UniRef:UniRef50_A0A0R1JRP2, UniRef:UniRef90_A0AAD1ETP6
contig_3	cds	236908	238272	-	LPARA_01339	radA	DNA repair protein RadA	COG:COG1066, COG:L, GO:0003684, GO:0005524, GO:0006281, RefSeq:WP_003567254.1, SO:0001217, UniParc:UPI000197A55D, UniRef:UniRef100_A0A1S2AYA4, UniRef:UniRef50_Q8DRP0, UniRef:UniRef90_A0A1S2AYA4
contig_3	cds	238289	238831	-	LPARA_01340	dut	dUTP diphosphatase	COG:COG0756, COG:FV, RefSeq:WP_003567256.1, SO:0001217, UniParc:UPI0000E569F1, UniRef:UniRef100_Q035Q3, UniRef:UniRef50_A0A1Z5IHG1, UniRef:UniRef90_Q035Q3
contig_3	cds	239052	239342	+	LPARA_01341	yidJ	GNAT family N-acetyltransferase	COG:COG2388, COG:R, RefSeq:WP_003567258.1, SO:0001217, UniParc:UPI000176AB38, UniRef:UniRef100_A0A0K1MWC8, UniRef:UniRef50_A0A829GIW2, UniRef:UniRef90_A0AA50EBQ3
contig_3	cds	239458	239835	-	LPARA_01342		putative membrane protein	RefSeq:WP_003567260.1, SO:0001217, UniParc:UPI0000510F06, UniRef:UniRef100_Q035Q1, UniRef:UniRef90_Q035Q1
contig_3	cds	240080	241399	+	LPARA_01343		Aminopeptidase	SO:0001217, UniRef:UniRef50_Q04723, UniRef:UniRef90_A0A806F077
contig_3	cds	241633	242979	+	LPARA_01344	pepC	Aminopeptidase	COG:COG3579, COG:E, RefSeq:WP_016384785.1, SO:0001217, UniParc:UPI000343E505, UniRef:UniRef100_UPI000343E505, UniRef:UniRef50_Q04723, UniRef:UniRef90_C2JYY2
contig_3	cds	243207	244307	+	LPARA_01345		ABC transporter permease	RefSeq:WP_016384784.1, SO:0001217, UniParc:UPI0003435AA4, UniRef:UniRef100_UPI0003435AA4, UniRef:UniRef50_Q035P8, UniRef:UniRef90_Q035P8
contig_3	cds	244307	245500	+	LPARA_01346		ABC transporter permease	SO:0001217, UniRef:UniRef50_Q035P7, UniRef:UniRef90_Q035P7
contig_3	cds	245686	246564	+	LPARA_01347		ABC transporter ATP-binding protein	RefSeq:WP_003567269.1, SO:0001217, UniParc:UPI0000511349, UniRef:UniRef100_Q035P6, UniRef:UniRef50_K6PD99, UniRef:UniRef90_K6PD99
contig_3	cds	246726	248780	+	LPARA_01348	kup	putative potassium transport system protein Kup	COG:COG3158, COG:P, GO:0005886, GO:0015079, GO:0015293, KEGG:K03549, RefSeq:WP_003567271.1, SO:0001217, UniParc:UPI000176AB3D, UniRef:UniRef100_B3WA65, UniRef:UniRef50_Q5FMK7, UniRef:UniRef90_Q035P5
contig_3	cds	248937	251567	-	LPARA_01349	ppdK	pyruvate, phosphate dikinase	EC:2.7.9.1, GO:0006090, GO:0050242, RefSeq:WP_032768452.1, SO:0001217, UniParc:UPI0005172204, UniRef:UniRef100_UPI0005172204, UniRef:UniRef50_A0A1T4PJD6, UniRef:UniRef90_A0A806E6J3
contig_3	cds	251729	252286	-	LPARA_01350		CBS domain containing protein	SO:0001217, UniParc:UPI000343F15C, UniRef:UniRef100_Q035P3, UniRef:UniRef50_A0A0R2D1Y5, UniRef:UniRef90_Q035P3
contig_3	cds	252851	253522	-	LPARA_01351	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	COG:COG0588, COG:G, EC:5.4.2.11, KEGG:K01834, RefSeq:WP_003576240.1, SO:0001217, UniParc:UPI000176AB40, UniRef:UniRef100_A0A1V0Q8S5, UniRef:UniRef50_Q74L45, UniRef:UniRef90_Q035P2
contig_3	sorf	253726	253788	-	LPARA_01352		Hypothetical cytosolic protein	SO:0001217, UniRef:UniRef50_A0A806F081, UniRef:UniRef90_A0A806F081
contig_3	cds	254035	255156	+	LPARA_01353		putative membrane protein	RefSeq:WP_003599717.1, SO:0001217, UniParc:UPI000176AB41, UniRef:UniRef100_S4ZQL7, UniRef:UniRef50_C2JYX4, UniRef:UniRef90_Q035P1
contig_3	cds	255170	255454	+	LPARA_01354	parB	Chromosome partitioning protein ParB	RefSeq:WP_003567280.1, SO:0001217, UniParc:UPI0001977406, UniRef:UniRef100_A0A829TD20, UniRef:UniRef50_Q035P0, UniRef:UniRef90_Q035P0
contig_3	cds	255645	256760	-	LPARA_01355	lldD	L-lactate oxidase	COG:CIR, COG:COG1304, RefSeq:WP_003588738.1, SO:0001217, UniParc:UPI00019C895A, UniRef:UniRef100_A0A0K1L228, UniRef:UniRef50_A0A5N1I561, UniRef:UniRef90_Q035N9
contig_3	cds	256948	257154	-	LPARA_01356		CsbD-like domain-containing protein	RefSeq:WP_003567284.1, SO:0001217, UniParc:UPI000051116F, UniRef:UniRef100_Q035N8, UniRef:UniRef50_Q035N8, UniRef:UniRef90_Q035N8
contig_3	cds	257287	257544	-	LPARA_01357		DUF2187 domain-containing protein	RefSeq:WP_003567286.1, SO:0001217, UniParc:UPI0000510E10, UniRef:UniRef100_Q035M8, UniRef:UniRef50_A0A0R2FD64, UniRef:UniRef90_Q035M8
contig_3	cds	257615	257821	-	LPARA_01358		hypothetical protein	RefSeq:WP_003567288.1, SO:0001217, UniParc:UPI0000510E0F, UniRef:UniRef100_Q035M7, UniRef:UniRef50_Q035M7, UniRef:UniRef90_Q035M7
contig_3	cds	258046	258297	-	LPARA_01359		DUF2187 domain-containing protein	RefSeq:WP_003567290.1, SO:0001217, UniParc:UPI0001977409, UniRef:UniRef100_A0A1V0Q9C7, UniRef:UniRef50_Q035M6, UniRef:UniRef90_Q035M6
contig_3	cds	258625	259857	+	LPARA_01360	araJ	Permease of the major facilitator superfamily	COG:COG2814, COG:G, KEGG:K23448, RefSeq:WP_003567292.1, SO:0001217, UniParc:UPI000197740A, UniRef:UniRef100_A0A2S3UCR7, UniRef:UniRef50_A0A0R1ZLW6, UniRef:UniRef90_Q035M4
contig_3	cds	259936	261192	-	LPARA_01361	proA	glutamate-5-semialdehyde dehydrogenase	EC:1.2.1.41, GO:0004350, GO:0005737, GO:0006561, GO:0016620, GO:0050661, GO:0055129, KEGG:K00147, RefSeq:WP_016384147.1, SO:0001217, UniParc:UPI000343CF39, UniRef:UniRef100_UPI000343CF39, UniRef:UniRef50_Q97E62, UniRef:UniRef90_Q035M3
contig_3	cds	261281	262114	-	LPARA_01362		Glutamate 5-kinase	RefSeq:WP_003588744.1, SO:0001217, UniParc:UPI0001DBE0E3, UniRef:UniRef100_A0A1S2ALI1, UniRef:UniRef50_Q890J5, UniRef:UniRef90_Q035M2
contig_3	cds	262431	262625	-	LPARA_01363		hypothetical protein	RefSeq:WP_003567298.1, SO:0001217, UniParc:UPI000197740D, UniRef:UniRef100_A0A1J3C1D4, UniRef:UniRef50_Q035M1, UniRef:UniRef90_Q035M1
contig_3	cds	262879	263415	-	LPARA_01364		hypothetical protein	RefSeq:WP_003571396.1, SO:0001217, UniParc:UPI000176ABDF, UniRef:UniRef100_A0A0K1L2F8, UniRef:UniRef90_Q035M0
contig_3	cds	263604	264827	-	LPARA_01365		Lipoprotein	RefSeq:WP_003567302.1, SO:0001217, UniParc:UPI000197740E, UniRef:UniRef100_A0A0E2LY57, UniRef:UniRef50_X0PD86, UniRef:UniRef90_A0AAP4JMU2
contig_3	cds	265417	266244	-	LPARA_01366		Class C sortase	RefSeq:WP_013246026.1, SO:0001217, UniParc:UPI0001DBE0E6, UniRef:UniRef100_A0AAQ0YQI1, UniRef:UniRef50_A0A806EVV8, UniRef:UniRef90_A0A806EVV8
contig_3	cds	266251	267810	-	LPARA_01367		Prealbumin-like fold domain-containing protein	RefSeq:WP_353801626.1, SO:0001217, UniParc:UPI0033993C4B, UniRef:UniRef100_UPI0033993C4B, UniRef:UniRef50_S2SQF1, UniRef:UniRef90_S2SQF1
