## Sun May  3 20:22:47 2026
## emapper-2.1.13
## /home/probiominserver/anaconda3/envs/eggnog-mapper/bin/emapper.py -i ./temp/20260503-wvUp-se8q-xNMC7EYi/0.contigAnn/prokka_result.faa --temp_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output_dir ./temp/20260503-wvUp-se8q-xNMC7EYi/2.eggNOGmapper --output eggNOG_out --cpu 24 --sensmode fast -m diamond --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
ELMOCPCJ_01240	543734.LCABL_24120	0.0	892.0	COG1253@1|root,COG1253@2|Bacteria,1TPN0@1239|Firmicutes,4H9SB@91061|Bacilli,3F3TX@33958|Lactobacillaceae	91061|Bacilli	S	Transporter associated domain	yhdP	-	-	-	-	-	-	-	-	-	-	-	CBS,CorC_HlyC,DUF21
ELMOCPCJ_01241	543734.LCABL_24130	0.0	896.0	COG0477@1|root,COG2814@2|Bacteria,1TPRN@1239|Firmicutes,4H9VV@91061|Bacilli,3F4A2@33958|Lactobacillaceae	91061|Bacilli	U	Belongs to the major facilitator superfamily	ycnB	-	-	-	-	-	-	-	-	-	-	-	MFS_1
ELMOCPCJ_01242	568703.LGG_02232	2.93e-80	241.0	2C9UQ@1|root,309VR@2|Bacteria,1U5T4@1239|Firmicutes,4IFH1@91061|Bacilli,3F6FU@33958|Lactobacillaceae	91061|Bacilli	S	Domain of unknown function (DUF4811)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4811
ELMOCPCJ_01243	543734.LCABL_24150	1.67e-128	365.0	COG0424@1|root,COG0424@2|Bacteria,1V6FH@1239|Firmicutes,4HIMK@91061|Bacilli,3F65C@33958|Lactobacillaceae	91061|Bacilli	D	nucleoside-triphosphate diphosphatase activity	maf	GO:0000278,GO:0000281,GO:0000910,GO:0000917,GO:0005575,GO:0005623,GO:0007049,GO:0008150,GO:0009987,GO:0016043,GO:0022402,GO:0022607,GO:0030428,GO:0032506,GO:0044085,GO:0044464,GO:0051301,GO:0061640,GO:0071840,GO:0090529,GO:1902410,GO:1903047	-	ko:K06287	-	-	-	-	ko00000	-	-	-	Maf
ELMOCPCJ_01244	543734.LCABL_24160	0.0	1261.0	COG0323@1|root,COG0323@2|Bacteria,1TPGK@1239|Firmicutes,4HB34@91061|Bacilli,3F3PK@33958|Lactobacillaceae	91061|Bacilli	L	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex	mutL	GO:0003674,GO:0003676,GO:0003677,GO:0003697,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990391	-	ko:K03572	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	DNA_mis_repair,HATPase_c_3,MutL_C
ELMOCPCJ_01245	543734.LCABL_24170	0.0	1643.0	COG0249@1|root,COG0249@2|Bacteria,1TPRJ@1239|Firmicutes,4HA63@91061|Bacilli,3F4A5@33958|Lactobacillaceae	91061|Bacilli	L	that it carries out the mismatch recognition step. This protein has a weak ATPase activity	mutS	GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0003690,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006281,GO:0006298,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008094,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0030983,GO:0032300,GO:0032991,GO:0033554,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0097159,GO:1901360,GO:1901363,GO:1990391	-	ko:K03555	ko03430,map03430	-	-	-	ko00000,ko00001,ko03400	-	-	-	MutS_I,MutS_II,MutS_III,MutS_IV,MutS_V
ELMOCPCJ_01246	543734.LCABL_24180	0.0	1142.0	COG0531@1|root,COG0531@2|Bacteria,1TQE1@1239|Firmicutes,4HAZH@91061|Bacilli,3F44Y@33958|Lactobacillaceae	91061|Bacilli	E	amino acid	ydaO	GO:0003333,GO:0003674,GO:0005215,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006865,GO:0008150,GO:0008509,GO:0008514,GO:0015075,GO:0015171,GO:0015179,GO:0015291,GO:0015297,GO:0015318,GO:0015711,GO:0015807,GO:0015849,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0031224,GO:0031226,GO:0034220,GO:0044425,GO:0044459,GO:0044464,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071944,GO:0098656,GO:1902475,GO:1903825,GO:1905039	-	-	-	-	-	-	-	-	-	-	AA_permease_2
ELMOCPCJ_01247	543734.LCABL_24190	4.38e-74	222.0	2EUB0@1|root,33MTD@2|Bacteria,1W3MW@1239|Firmicutes,4HZUX@91061|Bacilli,3F7TK@33958|Lactobacillaceae	91061|Bacilli	S	Domain of unknown function (DUF1827)	-	-	-	-	-	-	-	-	-	-	-	-	DUF1827
ELMOCPCJ_01248	543734.LCABL_24200	0.0	1003.0	COG0459@1|root,COG0459@2|Bacteria,1TP1T@1239|Firmicutes,4HA38@91061|Bacilli,3F3MM@33958|Lactobacillaceae	91061|Bacilli	O	Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions	groL	GO:0001817,GO:0001819,GO:0001871,GO:0002791,GO:0002793,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006457,GO:0006458,GO:0008150,GO:0009986,GO:0009987,GO:0016465,GO:0030246,GO:0030247,GO:0032677,GO:0032757,GO:0032879,GO:0032880,GO:0032991,GO:0044183,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0044764,GO:0046812,GO:0048518,GO:0048522,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050789,GO:0050794,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051082,GO:0051222,GO:0051223,GO:0051239,GO:0051240,GO:0051704,GO:0061077,GO:0065007,GO:0070201,GO:0090087,GO:0098630,GO:0098743,GO:0101031,GO:1903530,GO:1903532,GO:1904951,GO:1990220,GO:2000482,GO:2000484,GO:2001065	-	ko:K04077	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152	-	-	-	ko00000,ko00001,ko03019,ko03029,ko03110,ko04147	-	-	-	Cpn60_TCP1
ELMOCPCJ_01249	568703.LGG_02240	9.86e-59	181.0	COG0234@1|root,COG0234@2|Bacteria,1V9ZM@1239|Firmicutes,4HKEK@91061|Bacilli,3F7CZ@33958|Lactobacillaceae	91061|Bacilli	O	Binds to Cpn60 in the presence of Mg-ATP and suppresses the ATPase activity of the latter	groS	GO:0003674,GO:0005488,GO:0005515,GO:0006457,GO:0006458,GO:0006950,GO:0006986,GO:0008150,GO:0009987,GO:0010033,GO:0035966,GO:0042221,GO:0042802,GO:0043167,GO:0043169,GO:0046872,GO:0050896,GO:0051082,GO:0051084,GO:0051085,GO:0051087,GO:0061077	-	ko:K04078	-	-	-	-	ko00000,ko03029,ko03110	-	-	-	Cpn10
ELMOCPCJ_01250	543734.LCABL_24220	5.23e-144	407.0	COG1266@1|root,COG1266@2|Bacteria,1UZGJ@1239|Firmicutes,4HFCB@91061|Bacilli,3F5JU@33958|Lactobacillaceae	91061|Bacilli	S	CAAX protease self-immunity	ydiL	-	-	ko:K07052	-	-	-	-	ko00000	-	-	-	Abi
ELMOCPCJ_01251	543734.LCABL_24230	3.23e-248	682.0	COG1316@1|root,COG1316@2|Bacteria,1TR1B@1239|Firmicutes,4HA09@91061|Bacilli,3F3MQ@33958|Lactobacillaceae	91061|Bacilli	K	Cell envelope-like function transcriptional attenuator common domain protein	brpA	-	-	-	-	-	-	-	-	-	-	-	LytR_cpsA_psr
ELMOCPCJ_01252	543734.LCABL_24240	1.63e-236	651.0	2DKT0@1|root,30APV@2|Bacteria,1U6YM@1239|Firmicutes,4IGSU@91061|Bacilli,3F8QM@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_01253	543734.LCABL_24250	8.07e-202	560.0	COG1131@1|root,COG1131@2|Bacteria,1TPQW@1239|Firmicutes,4HA3P@91061|Bacilli,3FC3A@33958|Lactobacillaceae	91061|Bacilli	V	ABC transporter	-	-	-	ko:K01990,ko:K16921	ko02010,map02010	M00254,M00584	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1	-	-	ABC_tran
ELMOCPCJ_01254	543734.LCABL_24260	7.06e-81	239.0	COG1725@1|root,COG1725@2|Bacteria,1VFD0@1239|Firmicutes,4HNIT@91061|Bacilli,3F7AX@33958|Lactobacillaceae	91061|Bacilli	K	helix_turn_helix gluconate operon transcriptional repressor	ytrA	-	-	ko:K07979	-	-	-	-	ko00000,ko03000	-	-	-	GntR
ELMOCPCJ_01255	543734.LCABL_24270	6.38e-151	424.0	COG2344@1|root,COG2344@2|Bacteria,1TSMR@1239|Firmicutes,4HB7Q@91061|Bacilli,3F40G@33958|Lactobacillaceae	91061|Bacilli	K	Modulates transcription in response to changes in cellular NADH NAD( ) redox state	rex	-	-	ko:K01926	-	-	-	-	ko00000,ko03000	-	-	-	CoA_binding,Put_DNA-bind_N
ELMOCPCJ_01256	543734.LCABL_24280	0.0	1239.0	COG0488@1|root,COG0488@2|Bacteria,1TPAX@1239|Firmicutes,4HBVV@91061|Bacilli,3F3QI@33958|Lactobacillaceae	91061|Bacilli	S	ABC transporter, ATP-binding protein	ydiF	-	-	ko:K06158	-	-	-	-	ko00000,ko03012	-	-	-	ABC_tran,ABC_tran_CTD,ABC_tran_Xtn
ELMOCPCJ_01257	543734.LCABL_24290	2.57e-67	204.0	COG1440@1|root,COG1440@2|Bacteria,1VADE@1239|Firmicutes,4HKG9@91061|Bacilli,3F6GU@33958|Lactobacillaceae	91061|Bacilli	G	PTS system, Lactose/Cellobiose specific IIB subunit	ptcB	-	2.7.1.196,2.7.1.205	ko:K02760	ko00500,ko02060,map00500,map02060	M00275	R11170,R11172	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.3.2	-	-	PTS_IIB
ELMOCPCJ_01258	543734.LCABL_24300	7.29e-244	670.0	COG0533@1|root,COG0533@2|Bacteria,1TQDR@1239|Firmicutes,4HANB@91061|Bacilli,3F4AX@33958|Lactobacillaceae	91061|Bacilli	J	Required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. Is involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37, together with TsaE and TsaB. TsaD likely plays a direct catalytic role in this reaction	tsaD	GO:0000408,GO:0002949,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0032991,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070525,GO:0071704,GO:0090304,GO:1901360	2.3.1.234	ko:K01409	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko03016	-	-	-	Peptidase_M22
ELMOCPCJ_01259	543734.LCABL_24310	4.18e-130	369.0	COG0454@1|root,COG0456@2|Bacteria,1V6KU@1239|Firmicutes,4HIKU@91061|Bacilli,3F522@33958|Lactobacillaceae	91061|Bacilli	K	Ribosomal-protein-alanine acetyltransferase	rimI	-	2.3.1.128	ko:K03789	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_1
ELMOCPCJ_01260	543734.LCABL_24320	5.42e-168	469.0	COG1214@1|root,COG1214@2|Bacteria,1V4YX@1239|Firmicutes,4HHD7@91061|Bacilli,3F3WV@33958|Lactobacillaceae	91061|Bacilli	O	Universal bacterial protein YeaZ	yeaZ	GO:0002949,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0070525,GO:0071704,GO:0090304,GO:1901360	2.3.1.234	ko:K01409,ko:K14742	-	-	R10648	RC00070,RC00416	ko00000,ko01000,ko03016	-	-	-	Peptidase_M22
ELMOCPCJ_01261	1423732.BALS01000008_gene801	1.39e-94	281.0	2AQ5J@1|root,31FAY@2|Bacteria,1U7CF@1239|Firmicutes,4IH7T@91061|Bacilli,3F9CK@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_01262	543734.LCABL_24340	6.94e-117	335.0	COG3275@1|root,COG3275@2|Bacteria,1VB87@1239|Firmicutes,4ISET@91061|Bacilli,3FBSH@33958|Lactobacillaceae	91061|Bacilli	T	ECF transporter, substrate-specific component	-	-	-	-	-	-	-	-	-	-	-	-	ECF_trnsprt
ELMOCPCJ_01263	543734.LCABL_24350	3.4e-229	631.0	COG0252@1|root,COG0252@2|Bacteria,1TPP9@1239|Firmicutes,4H9YJ@91061|Bacilli,3F3XA@33958|Lactobacillaceae	91061|Bacilli	EJ	Asparaginase	ansB	-	3.5.1.1	ko:K01424	ko00250,ko00460,ko01100,ko01110,map00250,map00460,map01100,map01110	-	R00485	RC00010,RC02798	ko00000,ko00001,ko01000	-	-	-	Asparaginase
ELMOCPCJ_01264	543734.LCABL_24360	1.35e-185	514.0	COG3884@1|root,COG3884@2|Bacteria,1V3RB@1239|Firmicutes,4HHJ4@91061|Bacilli,3F41B@33958|Lactobacillaceae	91061|Bacilli	I	Acyl-ACP thioesterase	fat	-	3.1.2.21	ko:K01071	ko00061,ko01100,map00061,map01100	-	R04014,R08157,R08158	RC00014,RC00039	ko00000,ko00001,ko01000,ko01004	-	-	-	Acyl-ACP_TE
ELMOCPCJ_01265	543734.LCABL_24370	3.51e-191	532.0	COG0313@1|root,COG0313@2|Bacteria,1TP6U@1239|Firmicutes,4HAH8@91061|Bacilli,3F4AI@33958|Lactobacillaceae	91061|Bacilli	H	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA	rsmI	GO:0000154,GO:0000451,GO:0000453,GO:0001510,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:1901360	2.1.1.198	ko:K07056	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	TP_methylase
ELMOCPCJ_01266	543734.LCABL_24380	1.6e-75	225.0	COG4467@1|root,COG4467@2|Bacteria,1VA1F@1239|Firmicutes,4HKND@91061|Bacilli,3F864@33958|Lactobacillaceae	91061|Bacilli	L	Involved in initiation control of chromosome replication	yabA	GO:0003674,GO:0005488,GO:0005515,GO:0042802	-	-	-	-	-	-	-	-	-	-	YabB
ELMOCPCJ_01267	543734.LCABL_24390	1.32e-222	615.0	COG0470@1|root,COG0470@2|Bacteria,1TRVS@1239|Firmicutes,4HA3T@91061|Bacilli,3F50D@33958|Lactobacillaceae	91061|Bacilli	L	DNA polymerase III	holB	-	2.7.7.7	ko:K02341	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2,DNApol3-delta_C
ELMOCPCJ_01268	568703.LGG_02261	1.56e-67	205.0	COG3870@1|root,COG3870@2|Bacteria,1V6NI@1239|Firmicutes,4HIHA@91061|Bacilli,3F6VW@33958|Lactobacillaceae	91061|Bacilli	S	Cyclic-di-AMP receptor	yaaQ	-	-	-	-	-	-	-	-	-	-	-	CdAMP_rec
ELMOCPCJ_01269	543734.LCABL_24410	3.42e-149	420.0	COG0125@1|root,COG0125@2|Bacteria,1V1HE@1239|Firmicutes,4HGWR@91061|Bacilli,3F4JR@33958|Lactobacillaceae	91061|Bacilli	F	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis	tmk	GO:0003674,GO:0003824,GO:0004798,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006220,GO:0006221,GO:0006227,GO:0006233,GO:0006235,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009041,GO:0009058,GO:0009117,GO:0009123,GO:0009132,GO:0009133,GO:0009138,GO:0009139,GO:0009141,GO:0009142,GO:0009147,GO:0009148,GO:0009165,GO:0009186,GO:0009189,GO:0009196,GO:0009197,GO:0009200,GO:0009202,GO:0009211,GO:0009212,GO:0009219,GO:0009221,GO:0009262,GO:0009263,GO:0009265,GO:0009394,GO:0009987,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019692,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046072,GO:0046075,GO:0046077,GO:0046385,GO:0046483,GO:0046940,GO:0050145,GO:0055086,GO:0071704,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	2.7.4.9	ko:K00943	ko00240,ko01100,map00240,map01100	M00053	R02094,R02098	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	iSB619.SA_RS02535	Thymidylate_kin
ELMOCPCJ_01271	568703.LGG_02263	4.91e-45	146.0	2DKQT@1|root,30ADD@2|Bacteria,1U6HS@1239|Firmicutes,4IGA3@91061|Bacilli,3F7Y1@33958|Lactobacillaceae	91061|Bacilli	S	Protein of unknown function (DUF2508)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2508
ELMOCPCJ_01272	543734.LCABL_24430	1.26e-139	394.0	COG0353@1|root,COG0353@2|Bacteria,1TR87@1239|Firmicutes,4HAZR@91061|Bacilli,3F4JQ@33958|Lactobacillaceae	91061|Bacilli	L	May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO	recR	-	-	ko:K06187	ko03440,map03440	-	-	-	ko00000,ko00001,ko03400	-	-	-	RecR,Toprim_4
ELMOCPCJ_01273	543734.LCABL_24440	1.41e-48	156.0	COG0718@1|root,COG0718@2|Bacteria,1VA1S@1239|Firmicutes,4HKH3@91061|Bacilli,3F7F3@33958|Lactobacillaceae	91061|Bacilli	S	Binds to DNA and alters its conformation. May be involved in regulation of gene expression, nucleoid organization and DNA protection	yaaK	-	-	ko:K09747	-	-	-	-	ko00000	-	-	-	YbaB_DNA_bd
ELMOCPCJ_01274	543734.LCABL_24450	0.0	1083.0	COG2812@1|root,COG2812@2|Bacteria,1TPS9@1239|Firmicutes,4HAUE@91061|Bacilli,3F3P2@33958|Lactobacillaceae	91061|Bacilli	L	DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. This DNA polymerase also exhibits 3' to 5' exonuclease activity	dnaX	-	2.7.7.7	ko:K02343	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_delta2,DNA_pol3_gamma3
ELMOCPCJ_01275	543734.LCABL_24460	7.28e-117	334.0	COG0590@1|root,COG0590@2|Bacteria,1V3HZ@1239|Firmicutes,4HH7S@91061|Bacilli,3F6IS@33958|Lactobacillaceae	91061|Bacilli	F	Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2)	tadA	GO:0002097,GO:0002100,GO:0006139,GO:0006382,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016553,GO:0034470,GO:0034641,GO:0034660,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:1901360	3.5.4.33	ko:K11991	-	-	R10223	RC00477	ko00000,ko01000,ko03016	-	-	-	MafB19-deam
ELMOCPCJ_01276	543734.LCABL_24470	8.7e-65	198.0	2EMDH@1|root,33F2E@2|Bacteria,1VKX3@1239|Firmicutes,4HR5Y@91061|Bacilli,3F709@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_01277	543734.LCABL_24480	1.12e-137	389.0	COG2813@1|root,COG2813@2|Bacteria,1V1BG@1239|Firmicutes,4HHCA@91061|Bacilli,3F4NU@33958|Lactobacillaceae	91061|Bacilli	J	Methyltransferase	rsmC	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0008168,GO:0008757,GO:0016740,GO:0016741,GO:0032259,GO:0044424,GO:0044464	2.1.1.172	ko:K00564	-	-	R07234	RC00003	ko00000,ko01000,ko03009	-	-	-	MTS
ELMOCPCJ_01278	543734.LCABL_24490	0.0	1675.0	COG0392@1|root,COG2898@1|root,COG0392@2|Bacteria,COG2898@2|Bacteria,1TQI2@1239|Firmicutes,4HBHU@91061|Bacilli,3F3PY@33958|Lactobacillaceae	91061|Bacilli	S	Catalyzes the transfer of a lysyl group from L-lysyl- tRNA(Lys) to membrane-bound phosphatidylglycerol (PG), which produces lysylphosphatidylglycerol (LPG), a major component of the bacterial membrane with a positive net charge. LPG synthesis contributes to bacterial virulence as it is involved in the resistance mechanism against cationic antimicrobial peptides (CAMP) produces by the host's immune system (defensins, cathelicidins) and by the competing microorganisms	mprF	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	2.3.2.3	ko:K14205	ko01503,ko02020,ko05150,map01503,map02020,map05150	M00726	-	-	ko00000,ko00001,ko00002,ko01000,ko01504	2.A.1.3.37	-	iYO844.BG12900	DUF2156,LPG_synthase_TM
ELMOCPCJ_01279	1423816.BACQ01000053_gene2052	8.11e-60	187.0	2BJY6@1|root,32EAT@2|Bacteria,1U7NB@1239|Firmicutes,4IHJK@91061|Bacilli,3F9XZ@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_01280	543734.LCABL_24510	1.23e-224	619.0	COG1609@1|root,COG1609@2|Bacteria,1TQSQ@1239|Firmicutes,4HBNR@91061|Bacilli,3F4YI@33958|Lactobacillaceae	91061|Bacilli	K	lacI family	ccpB	-	-	-	-	-	-	-	-	-	-	-	LacI,Peripla_BP_1
ELMOCPCJ_01281	543734.LCABL_24520	0.0	3405.0	COG1404@1|root,COG1404@2|Bacteria,1TPH1@1239|Firmicutes,4HBQH@91061|Bacilli,3F3M5@33958|Lactobacillaceae	91061|Bacilli	O	Belongs to the peptidase S8 family	prtB	-	3.4.21.96	ko:K01361	-	-	-	-	ko00000,ko01000,ko01002,ko03110	-	-	-	FIVAR,Gram_pos_anchor,Inhibitor_I9,PA,Peptidase_S8,SLAP,fn3_5
ELMOCPCJ_01282	543734.LCABL_24530	5.45e-202	560.0	COG0760@1|root,COG0760@2|Bacteria,1VT0K@1239|Firmicutes,4I4BP@91061|Bacilli,3F4RW@33958|Lactobacillaceae	91061|Bacilli	M	Plays a major role in protein secretion by helping the post-translocational extracellular folding of several secreted proteins	-	-	5.2.1.8	ko:K07533	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	Rotamase,Rotamase_3
ELMOCPCJ_01283	543734.LCABL_24540	1.12e-73	221.0	COG0222@1|root,COG0222@2|Bacteria,1V6EI@1239|Firmicutes,4HIGQ@91061|Bacilli,3F6YA@33958|Lactobacillaceae	91061|Bacilli	J	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation	rplL	-	-	ko:K02935	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L12,Ribosomal_L12_N
ELMOCPCJ_01284	543734.LCABL_24550	4.18e-107	310.0	COG0244@1|root,COG0244@2|Bacteria,1V3JJ@1239|Firmicutes,4HH0N@91061|Bacilli,3F4S4@33958|Lactobacillaceae	91061|Bacilli	J	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors	rplJ	GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0006412,GO:0006518,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0019538,GO:0022625,GO:0022626,GO:0032991,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:1901564,GO:1901566,GO:1901576,GO:1990904	-	ko:K02864	ko03010,map03010	M00178,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_L10
ELMOCPCJ_01285	543734.LCABL_24560	6.71e-284	777.0	COG0477@1|root,COG2814@2|Bacteria,1TRDJ@1239|Firmicutes,4H9Q9@91061|Bacilli,3F3T5@33958|Lactobacillaceae	91061|Bacilli	EGP	Transporter, major facilitator family protein	mdtG	-	-	ko:K08161	-	-	-	-	ko00000,ko02000	2.A.1.2.20	-	-	MFS_1,MFS_1_like,Sugar_tr
ELMOCPCJ_01286	543734.LCABL_24570	4.56e-195	541.0	COG0454@1|root,COG0456@2|Bacteria,1V42X@1239|Firmicutes,4HI1M@91061|Bacilli,3F6TI@33958|Lactobacillaceae	91061|Bacilli	K	acetyltransferase	-	-	-	-	-	-	-	-	-	-	-	-	-
ELMOCPCJ_01287	1423816.BACQ01000053_gene2060	1.71e-87	261.0	29Q17@1|root,30AZR@2|Bacteria,1U7BG@1239|Firmicutes,4IH6H@91061|Bacilli,3F99Z@33958|Lactobacillaceae	91061|Bacilli	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
